T,b_0,b_1,theta_00,theta_01,theta_10,theta_11,sigma_sqrd_00,sigma_sqrd_01,sigma_sqrd_10,sigma_sqrd_11
100.0,0.36277694478818445,6.32802945351772,0.0,0.0,0.0,0.0,0.7743907133824044,-0.0,-0.0,5.412114825019655
100.0,0.34740689660571505,11.191794071371483,0.0,0.0,0.0,0.0,0.8012007572436474,-0.0,-0.0,6.38251777860368
100.0,0.9477388099806128,-0.10063438203111384,0.0,0.0,0.0,0.0,0.722156456500731,-0.0,-0.0,5.781549407011615
100.0,1.3108317715310136,4.11002726362529,0.0,0.0,0.0,0.0,0.7751332821073901,-0.0,-0.0,5.700725482779007
100.0,0.7376343438280494,-1.8569379806818505,0.0,0.0,0.0,0.0,0.7657376280561671,0.0,0.0,7.813835963563968
100.0,-0.30368240779303196,4.968778225690105,0.0,0.0,0.0,0.0,0.784975803169813,0.0,0.0,6.054851718420349
100.0,-0.5957668547225098,10.021664957907765,0.0,0.0,0.0,0.0,0.7880414891653021,-0.0,-0.0,8.02613765906385
100.0,3.4766763555362887,-2.230979657204591,0.0,0.0,0.0,0.0,0.7710529986027325,-0.0,-0.0,7.118339380454385
100.0,-1.028894757455212,9.712875801712478,0.0,0.0,0.0,0.0,0.7624218825265596,-0.0,-0.0,6.481168201916477
100.0,0.8819769300957593,3.0433388469310625,0.0,0.0,0.0,0.0,0.8468451342420958,-0.0,-0.0,6.690999818757159
100.0,1.1647592867059238,1.0615547793566817,0.0,0.0,0.0,0.0,0.8573348037604114,-0.0,-0.0,5.701726332486372
100.0,-1.1848885126305615,9.491923825113288,0.0,0.0,0.0,0.0,0.7497236490764732,-0.0,-0.0,7.8470471007830325
100.0,1.1379606215642493,7.729853329113609,0.0,0.0,0.0,0.0,0.798765007499451,-0.0,-0.0,6.878428478036473
100.0,-2.411942328179327,10.487358930118004,0.0,0.0,0.0,0.0,0.8644617846628997,-0.0,-0.0,6.597758014005841
100.0,0.5736198717632668,2.4742596974447855,0.0,0.0,0.0,0.0,0.8770494176285609,-0.0,-0.0,7.719438798555189
100.0,1.9497352289334922,3.2538856634137563,0.0,0.0,0.0,0.0,0.7475824741210448,-0.0,-0.0,6.976283673218811
100.0,1.2098087737604843,4.146410109561803,0.0,0.0,0.0,0.0,0.7780112307500132,-0.0,-0.0,5.8629853423013625
100.0,1.9410583451586705,-2.322250108012627,0.0,0.0,0.0,0.0,0.7419493127065082,-0.0,-0.0,6.783074232903228
100.0,0.11944975553303608,4.697180659172202,0.0,0.0,0.0,0.0,0.7837893488408554,-0.0,-0.0,6.708814952082713
100.0,1.3707128796051828,4.2013332746414775,0.0,0.0,0.0,0.0,0.7776543982921397,0.0,0.0,6.361711397039118
100.0,0.7755581137634082,-1.8763500621549647,0.0,0.0,0.0,0.0,0.9136348422038383,0.0,0.0,6.644198032108734
100.0,0.4603314622017976,5.772739145561864,0.0,0.0,0.0,0.0,0.7719611173931906,-0.0,-0.0,7.202674495779011
100.0,2.364270947224375,-0.5052117724980228,0.0,0.0,0.0,0.0,0.8665489932322075,0.0,0.0,7.3045165886192045
100.0,0.2358192029181787,4.12641912456647,0.0,0.0,0.0,0.0,0.7040419505726814,0.0,0.0,5.83428679424059
100.0,-0.7283082638862428,8.334777554030572,0.0,0.0,0.0,0.0,0.7703007456097957,-0.0,-0.0,6.955559829672218
100.0,2.840355089135423,-2.6264791680792894,0.0,0.0,0.0,0.0,0.7842495370966492,0.0,0.0,7.3226897108644184
100.0,0.01608386728667725,4.877267356156143,0.0,0.0,0.0,0.0,0.7605051874750145,-0.0,-0.0,6.524557318425438
100.0,-0.40257145587736964,4.307229342044849,0.0,0.0,0.0,0.0,0.6994420341148886,-0.0,-0.0,8.59750436422181
100.0,0.20980089280677994,2.1117769362736425,0.0,0.0,0.0,0.0,0.7649567599171468,0.0,0.0,6.107736195656646
100.0,1.6816222697929721,-0.053171177687520416,0.0,0.0,0.0,0.0,0.7333222306219146,0.0,0.0,6.098445446296871
100.0,0.42979876819294066,4.0838855745018785,0.0,0.0,0.0,0.0,0.7799551139766328,0.0,0.0,6.378538927826742
100.0,0.1897225110415315,5.055753073234958,0.0,0.0,0.0,0.0,0.7440792501642336,0.0,0.0,7.305797426184231
100.0,0.4814594614125753,2.1595381979979553,0.0,0.0,0.0,0.0,0.7190523887714653,-0.0,-0.0,7.9722523033161155
100.0,2.0571817818810305,1.1672295447690642,0.0,0.0,0.0,0.0,0.8278177352682846,-0.0,-0.0,6.951339857284942
