b_0,b_1,b_2,theta_00,theta_01,theta_02,theta_10,theta_11,theta_12,theta_20,theta_21,theta_22,sigma_sqrd_00,sigma_sqrd_01,sigma_sqrd_02,sigma_sqrd_10,sigma_sqrd_11,sigma_sqrd_12,sigma_sqrd_20,sigma_sqrd_21,sigma_sqrd_22
0.0027680007277904937,0.9549411511742076,2.993854061524695,0.4769816301836577,0.10647892169611982,0.1832977600298596,0.10647892169611982,0.5095417847245367,0.10768056691082345,0.1832977600298596,0.10768056691082345,0.5093378300855103,1.009963629794635,-0.0,0.0,-0.0,1.0035745709996993,0.0,0.0,0.0,1.0083317476457245
-0.0009080512356816502,1.0349466323469816,3.00263380458487,0.4994948964934008,0.08145655408537611,0.19637558008769604,0.08145655408537611,0.48868923372600936,0.09311987832855106,0.19637558008769604,0.09311987832855106,0.5241979030195052,1.008282042721127,0.0,0.0,0.0,1.0080590444761635,-0.0,0.0,-0.0,1.0084113150289806
-0.00940258283943637,0.98715635083411,3.0072878936623,0.5175295071269033,0.0916577592988298,0.19106444414943102,0.0916577592988298,0.47885126986611476,0.10771609853131675,0.19106444414943102,0.10771609853131675,0.4618301535401661,1.010342278353962,0.0,0.0,0.0,1.006083981609876,0.0,0.0,0.0,1.0098621361174795
0.036010809830124765,0.9896569227100033,2.985719857620903,0.5273648241223402,0.09321888630118436,0.19373497970453335,0.09321888630118436,0.5070684498120983,0.08869251948983217,0.19373497970453335,0.08869251948983217,0.4833109106566708,1.0164884044297957,0.0,0.0,0.0,1.0173162552377937,-0.0,0.0,-0.0,1.0113286780969133
0.005986830546533369,1.0006305848918904,3.000587938101574,0.48651236682331556,0.09449697745392518,0.19834390254065642,0.09449697745392518,0.4955288822236262,0.09379609221369473,0.19834390254065642,0.09379609221369473,0.4955314529164107,1.0078186919068188,0.0,0.0,0.0,1.0139840474303814,0.0,0.0,0.0,1.0100222923713447
0.07071373867992911,0.9790217212489747,2.975075235546749,0.4993143125293026,0.09645764732104471,0.18802832872326847,0.09645764732104471,0.4989330389542441,0.09880502522011854,0.18802832872326847,0.09880502522011854,0.48953579454327956,1.007054771463125,0.0,0.0,0.0,1.0020658029325862,-0.0,0.0,-0.0,1.0119794724319804
0.03132375972110722,1.0135037788063095,2.9440470745551353,0.5078830210035776,0.094614095985929,0.21201367605387517,0.094614095985929,0.5135094665437042,0.10748789814296152,0.21201367605387517,0.10748789814296152,0.49387476691158055,1.004833380994155,0.0,0.0,0.0,1.0083634509183,0.0,0.0,0.0,1.0055401834753832
0.002360233219235979,1.0883835982773067,2.9260207492905823,0.4899031085795747,0.08944026641570182,0.19465824398848747,0.08944026641570182,0.4965821818837816,0.10188938788089857,0.19465824398848747,0.10188938788089857,0.4966358210151164,1.0077296730159464,0.0,0.0,0.0,1.009116224076991,-0.0,0.0,-0.0,1.008871911723817
-0.012918461068170278,1.0105069287189463,3.011244824435413,0.4833007368447353,0.09585318151782349,0.18563834977673618,0.09585318151782349,0.49141628548051974,0.10108863033596888,0.18563834977673618,0.10108863033596888,0.49179847951192585,1.013676248466671,-0.0,0.0,-0.0,1.0055325136686935,0.0,0.0,0.0,1.005133330285453
0.025015516196746232,0.9891566619414087,3.011918941935561,0.48734325399716616,0.08281278229675527,0.18490051517498823,0.08281278229675527,0.5092840971101866,0.06902702649963627,0.18490051517498823,0.06902702649963627,0.500549664406578,1.007590251215764,-0.0,0.0,-0.0,1.000192360420522,0.0,0.0,0.0,1.007695656549593
-0.010586232018846085,0.9637756356472561,2.999508666167264,0.49744979037770665,0.09724281761377712,0.20370907262325444,0.09724281761377712,0.49485594250629045,0.0951350727708119,0.20370907262325444,0.0951350727708119,0.5021273536219452,1.009125771890729,0.0,0.0,0.0,1.0129900142159083,0.0,0.0,0.0,1.0198181444277268
0.007422207639658618,0.9395597226465029,3.0374579779373447,0.5170468557746052,0.11533084937177407,0.20925647392529456,0.11533084937177407,0.5243367100431057,0.10721162717894642,0.20925647392529456,0.10721162717894642,0.5046986916959444,1.0042526065916182,-0.0,0.0,-0.0,1.0130507414058785,0.0,0.0,0.0,1.003491095127302
0.07730444417974787,1.0078728022483527,2.8993745868313994,0.500396645724463,0.08994131676457899,0.21712493475984337,0.08994131676457899,0.48999030402919114,0.11942573490320885,0.21712493475984337,0.11942573490320885,0.5082499240776353,1.0044731741612671,0.0,0.0,0.0,1.0101873834648876,0.0,0.0,0.0,1.015355913921939
0.029010131473154743,1.033037906255984,2.946591152111417,0.5144234618007525,0.10579513944719392,0.20640372654371683,0.10579513944719392,0.48787102836944374,0.10897009510507025,0.20640372654371683,0.10897009510507025,0.49771462707514696,0.9990915412661818,0.0,0.0,0.0,1.007288895002024,0.0,0.0,0.0,1.01542313670916
-0.04719068505365297,0.9796594645754216,3.0217875846663795,0.4787021139634344,0.09784142115095963,0.1900550280963682,0.09784142115095963,0.5106422724940928,0.07083597212995399,0.1900550280963682,0.07083597212995399,0.4897885315145425,1.0171634737611717,0.0,0.0,0.0,1.0037985191329397,0.0,0.0,0.0,1.0140586379047847
0.04671460112874824,0.9580384929028181,2.955645619902538,0.500624733961325,0.08752051855145335,0.19738236013525298,0.08752051855145335,0.4936534462291724,0.11174655864789326,0.19738236013525298,0.11174655864789326,0.4987062782177134,1.0139878494185264,-0.0,0.0,-0.0,1.0121453494036599,0.0,0.0,0.0,1.0051332697079716
-0.009074819946233463,1.0111746098543595,3.0460320082420935,0.5126560300942709,0.10288428186039547,0.19963752602467877,0.10288428186039547,0.49695615783598535,0.09219854613997969,0.19963752602467877,0.09219854613997969,0.5090181619834574,1.016280099943153,0.0,0.0,0.0,0.9975708050827236,0.0,0.0,0.0,1.0179773633164186
-0.0521201716579806,1.000334260916171,3.021708126281467,0.471851079844364,0.09421545970185995,0.18183498558539413,0.09421545970185995,0.5029284177187616,0.11575811670377284,0.18183498558539413,0.11575811670377284,0.49001125040728827,1.0087648343962214,-0.0,0.0,-0.0,1.010206846083249,0.0,0.0,0.0,1.0070638298517736
-0.011156043228304142,1.003520588400942,2.992121142342242,0.5036191392406738,0.08956240921529002,0.1827479247959595,0.08956240921529002,0.4866341445969349,0.1071939030522928,0.1827479247959595,0.1071939030522928,0.4876934404504852,1.013382715506712,0.0,0.0,0.0,1.0161327350473652,0.0,0.0,0.0,1.010007336131651
0.0718991948676678,1.046560394840738,2.971117646061143,0.514373087325507,0.08690453430988553,0.19820918585713887,0.08690453430988553,0.48390732647739976,0.11510512900949567,0.19820918585713887,0.11510512900949567,0.49793819188663924,1.0084433177958105,0.0,0.0,0.0,1.0096491326311818,-0.0,0.0,-0.0,1.004935618253238
-0.04596742106006512,1.0066985066457443,2.9743090698478203,0.4864252669661474,0.09072944781380128,0.1937846116329147,0.09072944781380128,0.5033875551498455,0.09335042982948477,0.1937846116329147,0.09335042982948477,0.5072617374629608,1.0037444755456209,0.0,0.0,0.0,1.0064846491967134,0.0,0.0,0.0,1.0044674936984717
-0.005319552789098261,1.0553025974458303,2.929832290580436,0.5113674775538187,0.09893448701927213,0.2048191335408915,0.09893448701927213,0.5008561403733979,0.105814629976233,0.2048191335408915,0.105814629976233,0.5132235929237945,1.0111214969780915,-0.0,0.0,-0.0,1.0160658316138762,0.0,0.0,0.0,1.0122641829055965
0.0035510218993725405,0.9620377531722961,3.0322618215282064,0.5031612593114647,0.094134422605752,0.20516267651813186,0.094134422605752,0.4794170334860365,0.10255760324764496,0.20516267651813186,0.10255760324764496,0.513456141783473,1.0161342891476295,0.0,0.0,0.0,1.0071182930974154,0.0,0.0,0.0,1.013403109468301
-0.032058266153905696,1.0050366354755969,2.9876778216112063,0.4974061153983631,0.08016390201451884,0.18445837587638092,0.08016390201451884,0.4823747333748829,0.07351605115949816,0.18445837587638092,0.07351605115949816,0.48310943118213656,1.008488125076526,0.0,0.0,0.0,1.0160294790861195,0.0,0.0,0.0,1.022110718016142
