b_0,b_1,b_2,b_3,theta_00,theta_01,theta_02,theta_03,theta_10,theta_11,theta_12,theta_13,theta_20,theta_21,theta_22,theta_23,theta_30,theta_31,theta_32,theta_33,sigma_sqrd_00,sigma_sqrd_01,sigma_sqrd_02,sigma_sqrd_03,sigma_sqrd_10,sigma_sqrd_11,sigma_sqrd_12,sigma_sqrd_13,sigma_sqrd_20,sigma_sqrd_21,sigma_sqrd_22,sigma_sqrd_23,sigma_sqrd_30,sigma_sqrd_31,sigma_sqrd_32,sigma_sqrd_33
-0.06975071780527922,0.8365245468102656,1.86167954770644,3.4430306012526417,0.3938036865019372,0.19895168577040911,0.20369416900106363,0.20562253109250908,0.19895168577040911,0.5858352360994358,0.31467531756349615,0.312001135747372,0.20369416900106363,0.31467531756349615,0.571490168866554,0.3976287050918952,0.20562253109250908,0.312001135747372,0.3976287050918952,0.6738047632082593,1.1454648723354617,0.0,0.0,0.0,0.0,0.09456014730958863,0.0,0.0,0.0,0.0,1.0498248144182403,0.0,0.0,0.0,0.0,0.24864570171944858
-0.019511419033715862,1.022452894648403,1.8278657914910568,3.1754496220084603,0.40719677168427326,0.2034125353904651,0.19059228086077,0.1996410952465113,0.2034125353904651,0.5776471011485854,0.31191673067132974,0.31860775867818547,0.19059228086077,0.31191673067132974,0.5672839799622954,0.3987045371227661,0.1996410952465113,0.31860775867818547,0.3987045371227661,0.7218619248184268,1.1292217511354528,0.0,0.0,0.0,0.0,0.09610738181906095,0.0,0.0,0.0,0.0,1.040679117551939,0.0,0.0,0.0,0.0,0.24356100387492516
-0.031281703289498405,0.9832679802109392,1.8168928669181914,3.239420791646162,0.4048143831925871,0.19934818413461058,0.22058945052910203,0.1994812826089889,0.19934818413461058,0.5928436288065869,0.31283901785792545,0.3115299246230698,0.22058945052910203,0.31283901785792545,0.5721341763673543,0.37687595513765404,0.1994812826089889,0.3115299246230698,0.37687595513765404,0.6908637578033157,1.1338546006637649,0.0,0.0,0.0,0.0,0.09521110193117027,0.0,0.0,0.0,0.0,1.0525289685461923,0.0,0.0,0.0,0.0,0.2441880865081174
0.00790281887335039,1.0373829932790324,2.271906737320703,2.672285385420997,0.3849442743938062,0.20041719787180123,0.1859822756769824,0.18384020974573217,0.20041719787180123,0.580992561011479,0.31954527193542676,0.3235944087032625,0.1859822756769824,0.31954527193542676,0.5671260267574725,0.39380374864852896,0.18384020974573217,0.3235944087032625,0.39380374864852896,0.6704550734845739,1.139743638994025,0.0,0.0,0.0,0.0,0.09603086545186179,0.0,0.0,0.0,0.0,1.041969495918605,0.0,0.0,0.0,0.0,0.25436171364999316
-0.02296194977006861,0.9906953488422684,1.9443227002393308,3.0974243584711143,0.38497988046600234,0.19520772542092618,0.19071701113010664,0.19169184305795783,0.19520772542092618,0.5632534725499283,0.31585720596375766,0.3019335324400126,0.19071701113010664,0.31585720596375766,0.5603864358700905,0.3886180812113031,0.19169184305795783,0.3019335324400126,0.3886180812113031,0.6763986866113074,1.0798036942232818,0.0,0.0,0.0,0.0,0.0947203464967153,0.0,0.0,0.0,0.0,1.02789273677178,0.0,0.0,0.0,0.0,0.2459312950662166
-0.02098044065746839,0.9103713993372131,1.6672424427047017,3.4919625180305447,0.4077234509666566,0.19043516146023937,0.19373991905237475,0.2020196369024142,0.19043516146023937,0.5766277647429592,0.30879377050896495,0.3006720307965788,0.19373991905237475,0.30879377050896495,0.5776889009869393,0.40752732595586527,0.2020196369024142,0.3006720307965788,0.40752732595586527,0.6694152094455901,1.1213878370690447,0.0,0.0,0.0,0.0,0.0932001356672386,0.0,0.0,0.0,0.0,1.0322132290300459,0.0,0.0,0.0,0.0,0.2473505892665579
-0.026453241061318966,0.9369219481664466,1.5720860175684128,3.542007272187394,0.40213623915329677,0.2108345535044613,0.1942684181334236,0.19524352525164568,0.2108345535044613,0.5806351185388458,0.3184851303174257,0.3294084543732976,0.1942684181334236,0.3184851303174257,0.5594065422847511,0.39601047113883747,0.19524352525164568,0.3294084543732976,0.39601047113883747,0.7023235656268736,1.1284037124101043,0.0,0.0,0.0,0.0,0.09717397621748892,0.0,0.0,0.0,0.0,1.038124052540369,0.0,0.0,0.0,0.0,0.2524641494271399
-0.018125711365659217,0.9800563196709517,1.963971954692914,3.0699492102865373,0.3789846949591726,0.19471163387512908,0.19796257317762445,0.19660678574793788,0.19471163387512908,0.5760190799539437,0.30761998496409293,0.31961132863557007,0.19796257317762445,0.30761998496409293,0.5894289519744621,0.39979256577445915,0.19660678574793788,0.31961132863557007,0.39979256577445915,0.6657208941643332,1.1096619156523726,0.0,0.0,0.0,0.0,0.09455359129068798,0.0,0.0,0.0,0.0,1.0372688693068022,0.0,0.0,0.0,0.0,0.2506426584246261
0.02014922656471718,1.0375584940218163,2.176453726519589,2.7562922566761885,0.3704482038289778,0.20040223559925033,0.17973318782010864,0.1925470769377113,0.20040223559925033,0.5873988374719643,0.3131395621113959,0.3208779168699814,0.17973318782010864,0.3131395621113959,0.5687579984844842,0.3935785780450704,0.1925470769377113,0.3208779168699814,0.3935785780450704,0.6882686297754438,1.1580224672239652,0.0,0.0,0.0,0.0,0.0931327512395928,0.0,0.0,0.0,0.0,1.0423652079005834,0.0,0.0,0.0,0.0,0.24827186731881293
-0.004616920542206441,0.9382034615116114,1.9643497032141721,3.102303436813395,0.4172310042502362,0.19636955695980596,0.20004501497939375,0.18712287748878717,0.19636955695980596,0.5852649823957433,0.31602421089172184,0.3128386043092912,0.20004501497939375,0.31602421089172184,0.5787186489515257,0.38468606468725886,0.18712287748878717,0.3128386043092912,0.38468606468725886,0.6822826929032635,1.1251455369569996,0.0,0.0,0.0,0.0,0.09586987148131605,0.0,0.0,0.0,0.0,1.0436583782076918,0.0,0.0,0.0,0.0,0.24521368997115933
