b_0,b_1,theta_00,theta_01,theta_10,theta_11,sigma_sqrd_00,sigma_sqrd_01,sigma_sqrd_10,sigma_sqrd_11
0.02426849397928388,0.10931375061345237,0.5023283776605346,0.007400693230982519,0.007400693230982519,0.2952356981814353,1.0006149186419835,-0.0,-0.0,0.9821018348051977
0.07637184597935308,0.15962763184395243,0.49818236536347527,0.006117032540168318,0.006117032540168318,0.29836656123836786,0.9986643696086414,-0.0,-0.0,0.9935921664313548
-0.022538417912075826,-0.15179899077660045,0.5007212066927842,0.022984061082375294,0.022984061082375294,0.31111401816797657,0.9905120030238933,-0.0,-0.0,0.9958797784628404
-0.02761315611460663,0.11654558107813609,0.49540583743290445,-0.0020170839788925046,-0.0020170839788925046,0.32862333085317225,0.9964896407503688,-0.0,-0.0,0.9940408768040874
-0.1040411644360648,-0.19945960893645517,0.4900000991686291,0.004981673035986107,0.004981673035986107,0.2855296441078358,0.994395892561333,-0.0,-0.0,0.9982345757949864
-0.047312267436872855,0.13097735281465003,0.4911675568397574,-0.014533835993137352,-0.014533835993137352,0.2970563474397187,0.9988305183634345,-0.0,-0.0,0.9920961455992954
-0.04730968924116751,0.1322077565199309,0.488143284166048,0.012192489192610297,0.012192489192610297,0.2894352399333152,0.9949990529499502,-0.0,-0.0,1.0017394561413009
0.1077279530931574,-0.1433019682092512,0.48987336284631827,0.013769935008578765,0.013769935008578765,0.305439103023195,0.9968371268726949,0.0,0.0,0.994234112282712
-0.07560074765339743,0.1939691942991352,0.4911420303732802,-0.001981685311596662,-0.001981685311596662,0.2970057651742663,0.9866328207834366,-0.0,-0.0,0.9983426266118733
-0.034049055392565725,0.029960869533342913,0.48311400266882404,-0.005029045996259535,-0.005029045996259535,0.31307283016424936,0.9981610087921998,0.0,0.0,0.995651475442264
-0.002094232561468566,-0.18061509711018378,0.5020931822088402,-0.003822432922673063,-0.003822432922673063,0.33034015928124366,0.9908809259314488,0.0,0.0,0.9887296006988457
-0.06274913452010593,0.21569187586240915,0.506471631978232,0.0176265448685422,0.0176265448685422,0.2794850716158887,0.9964260848472979,-0.0,-0.0,0.9934695260327213
0.062005331116399595,0.12422647759089583,0.497226800483501,0.00912494437912928,0.00912494437912928,0.2927373779861273,1.0020535536785415,-0.0,-0.0,1.0037371723731936
-0.1631733035529593,0.22249300692028773,0.48296869081535393,0.0018141086628409259,0.0018141086628409259,0.2918855166194234,0.9944456011578529,0.0,0.0,1.0003982613728333
-0.047066181982383055,0.01079743416078801,0.47838539628138405,0.002307733119405241,0.002307733119405241,0.29242992112506433,0.9855275683854583,-0.0,-0.0,0.9989285669709781
0.03666764556902011,0.08751037539326964,0.5151585265558937,0.01209089974609321,0.01209089974609321,0.28104366835392336,1.0048152474738048,0.0,0.0,0.9992374821211093
0.06906426075457063,0.058109709628784464,0.46838683221327904,0.02037629333454432,0.02037629333454432,0.3082501556407165,1.0004916175159047,0.0,0.0,0.9886231808902468
0.029998984182259516,-0.14418075250002926,0.5000044566289595,0.010031537796236344,0.010031537796236344,0.31215258061329737,1.0001437366869526,0.0,0.0,0.9964856939364204
-0.054070277228631246,-0.05769049744962615,0.5165856455768649,-0.0020424674086969223,-0.0020424674086969223,0.29540985843026296,0.9966120155674274,0.0,0.0,0.9999649867005287
-0.0035064982720311257,0.07268310950271299,0.5028584457772775,-0.0028895214335403737,-0.0028895214335403737,0.3053475667904719,0.9980932940326693,-0.0,-0.0,0.9852587603410257
-0.08197404061398525,-0.10777859709570434,0.4836592164865012,0.0006171325603032956,0.0006171325603032956,0.286864569669844,0.9995746683136822,-0.0,-0.0,0.9885089947396517
0.03256720332146283,0.0808437525414077,0.5018907544336342,-0.003889367452045922,-0.003889367452045922,0.2971331595821123,0.9986508299773469,0.0,0.0,0.9968847469515358
0.00038732536258830465,-0.09272212649159119,0.4927751087770708,-0.0004687704049117663,-0.0004687704049117663,0.2856406730946665,0.9950182261845554,-0.0,-0.0,0.994251391723858
-0.03762688848784622,0.06380841131856879,0.500841091814163,0.001021122983375486,0.001021122983375486,0.3187870356533787,0.9943746074939729,0.0,0.0,0.9933035991165812
-0.08162658426418379,0.15813403159152908,0.5106406534131325,-0.004367803849417786,-0.004367803849417786,0.2866659097695194,0.9945967248142541,-0.0,-0.0,0.9838671466330324
0.09523185330427307,-0.10639918502624773,0.5197074183605549,-0.010680536191184618,-0.010680536191184618,0.289386531775453,0.9993410717470028,-0.0,-0.0,1.0004888635100009
-0.049982286471143576,0.12612470909921744,0.485374224425691,-0.0069831811780624,-0.0069831811780624,0.3180516539477037,0.9945344284827294,-0.0,-0.0,0.9985286535746654
-0.11233087120491356,-0.01678025508853301,0.5026434851486364,-0.01604454407226366,-0.01604454407226366,0.29517497289744415,0.9963551279645644,-0.0,-0.0,1.0026248032998581
-0.07843723499193785,-0.058409663392358806,0.49456171235602914,0.005199024539797242,0.005199024539797242,0.31183520052956126,0.9886552662370994,0.0,0.0,1.0032132964034273
0.01942479180371039,0.01836995125614507,0.5007159353225693,-0.001315967355708912,-0.001315967355708912,0.3184555454900951,0.9898299797026122,0.0,0.0,0.9960419695551577
0.007981235442105633,0.053483743792341554,0.4913036129836552,-0.009679666021657627,-0.009679666021657627,0.28422997720758875,0.9862093557083034,0.0,0.0,0.9897323281409686
-0.008597503094476558,-0.06368660220762222,0.5130240215847691,-0.015726429331386405,-0.015726429331386405,0.2840753690812456,0.9935766698295542,-0.0,-0.0,0.9945159840360829
-0.11451711368835836,0.046703361580037725,0.503888835453461,0.007954960968348107,0.007954960968348107,0.2824201844312796,0.9968288735737835,0.0,0.0,0.988962123840873
0.09184898900601221,-0.014075556908408254,0.5086309745029651,-0.006634762462180622,-0.006634762462180622,0.30308707090691533,1.002692007010565,0.0,0.0,0.9950098887208435
0.057134542958730945,0.25417084687423286,0.5116894485874549,0.00962908174693708,0.00962908174693708,0.29935389647945665,0.989691635243518,-0.0,-0.0,0.9969168501022418
0.03217509637077623,-0.0013125928854892642,0.5112429932834021,-0.008894914405140583,-0.008894914405140583,0.32401394686831964,0.9960059527622104,-0.0,-0.0,0.9972182714761292
0.06841252507517245,-0.12542004666314646,0.5096806133195371,-0.010038553379205055,-0.010038553379205055,0.30814013049665645,1.0023675043033815,0.0,0.0,0.9966597000912253
0.0204692938922501,-0.1098016685732617,0.4943543078328023,-0.01881080757297853,-0.01881080757297853,0.2787358346789787,1.0000369123123352,0.0,0.0,1.00622634157901
-0.004031202862379393,0.24104865923997806,0.4823811841841164,-0.0009208118521394281,-0.0009208118521394281,0.2942151112770463,0.9958578066011048,-0.0,-0.0,1.0035188903318693
-0.02475807098343059,0.042742173533647704,0.4977499893811739,0.0021970184709959894,0.0021970184709959894,0.2905551855839696,0.9985670513718529,-0.0,-0.0,1.000960881922035
0.07857960526106919,-0.046697959370538666,0.4945391848375425,0.016831138320523412,0.016831138320523412,0.30689359283048984,0.9996736752967044,0.0,0.0,1.0057240872087259
0.1668338924298124,-0.1165444762423634,0.5076302081123408,-0.004183858398454717,-0.004183858398454717,0.31440244462363054,1.006853893107839,0.0,0.0,0.9994073027110343
-0.16699190711381076,0.15045659555067767,0.4846387692349474,-0.007638426962747285,-0.007638426962747285,0.2989598515319626,0.9899062745598538,-0.0,-0.0,0.9943429888971802
-0.07700936398754253,-0.023862739182776285,0.5075762041586853,-0.0059580941621933375,-0.0059580941621933375,0.29595672498214604,0.990394284364915,0.0,0.0,0.9987115224430386
-0.06716807879994968,-0.05526421253447475,0.5121548721542983,0.017410530208237286,0.017410530208237286,0.29819484595763146,0.9965190765638341,-0.0,-0.0,0.9943782889425358
0.08904438882617649,0.0018781457402759635,0.5044811274514216,0.002676225205047957,0.002676225205047957,0.2991817951387019,0.9924077841750425,0.0,0.0,0.9951023393460378
-0.09327787591638952,0.04336920911968843,0.5049086034013067,0.01184093388502044,0.01184093388502044,0.2969052329854517,0.999848457054418,-0.0,-0.0,0.9965877708931812
0.045152815465565405,0.018462632819672774,0.5075550984352694,-0.007079556599206644,-0.007079556599206644,0.28691712625577054,0.9939585987048566,0.0,0.0,0.9992998492536241
0.0050903847897242486,0.11214420075661177,0.49673615106678004,-0.022604279966165333,-0.022604279966165333,0.29579970400848155,0.9982116442062259,0.0,0.0,0.9978050635553462
-0.09334948436559845,-0.06028352296554477,0.48966566250657706,-0.014781442773559599,-0.014781442773559599,0.2841892966827135,0.9971208647086153,0.0,0.0,0.9871061378247162
-0.07449769905743292,-0.09240858739451985,0.5038172441286252,0.006297473594313029,0.006297473594313029,0.2843865134052951,0.9900936828728845,0.0,0.0,0.9963159702256705
0.051426354449251116,0.16405574551295538,0.4867351400103534,0.00743496689890272,0.00743496689890272,0.3005385534040479,0.9912417165990494,-0.0,-0.0,0.9936377957995867
0.016959498398966755,0.03340307942893202,0.4876979465548658,0.016156000369880977,0.016156000369880977,0.31960248231244015,0.9946346354608478,-0.0,-0.0,0.9889405867547566
0.08056547759300456,-0.07943986623808427,0.4980434708515905,0.015427565401949193,0.015427565401949193,0.3071691761997282,0.9939869877227275,-0.0,-0.0,0.9873359336908231
0.155782494124063,0.12847049994292012,0.47695379660758963,-0.02140979473924418,-0.02140979473924418,0.296331405284009,0.9926863134076808,-0.0,-0.0,0.9944353994945527
0.077236510962385,-0.011741473429617169,0.5141590883317801,0.0061330510212998755,0.0061330510212998755,0.29573927171857317,0.9915615454640312,0.0,0.0,1.0006714943261776
-0.13422525350955666,0.26519519482444087,0.46769968517221233,-0.002892328260628927,-0.002892328260628927,0.2749948980366627,0.9989549066787919,-0.0,-0.0,0.9916511797427334
-0.08793656291046441,0.027507248169176792,0.519222697881613,-0.003182631713159345,-0.003182631713159345,0.3169314495910017,0.9964251350880767,0.0,0.0,0.995280084279971
0.06593924500840843,-0.15973354521832125,0.516446053709187,-0.00019872058668629785,-0.00019872058668629785,0.30063403248439735,1.0005749683350722,0.0,0.0,0.9995200116998911
0.07329014403875479,-0.03034206588423594,0.51420521974809,0.008958366866487488,0.008958366866487488,0.28342429057907836,0.9937198681535091,0.0,0.0,0.9984952046918361
0.0015015668775962376,0.0337721771800526,0.4651648615705779,-0.005821607484486626,-0.005821607484486626,0.27911785085931934,0.9912089458770182,0.0,0.0,0.993971833878297
-0.10461986758684155,-0.06470630852395903,0.5033847559984442,-0.005817393046452573,-0.005817393046452573,0.2835105970578971,0.9906966112942597,-0.0,-0.0,0.9936107837649081
-0.03841146300310963,-0.14217345777948331,0.4946938823174885,-0.00588351913280543,-0.00588351913280543,0.29570803090108916,0.9902292491260556,-0.0,-0.0,1.000679665069411
0.037537814403289085,-0.07131013037205045,0.45545976231904306,-0.010227700214068151,-0.010227700214068151,0.3148031993090465,0.9951525884951525,0.0,0.0,0.9947808896693223
-0.02511150291683767,-0.03359731778930855,0.47626741096774106,0.01310874749190148,0.01310874749190148,0.30281999958244155,0.9879549532294611,-0.0,-0.0,0.9920741385580727
-0.0014299604469006886,-0.09878412710176608,0.4808943907857549,0.002235201885262413,0.002235201885262413,0.3002300659497862,0.9963044786437193,0.0,0.0,0.9927471537179344
0.0051078710500252755,-0.14986927867387434,0.4845858191571012,-0.007231245475809197,-0.007231245475809197,0.3005989289036747,0.9980988629237012,0.0,0.0,0.9930692701337215
0.09336399492230978,-0.0021455906856444745,0.4790709167060085,-0.0037538694608290324,-0.0037538694608290324,0.29595962670956455,0.9898189627013133,0.0,0.0,0.9934092510744382
-0.07354738883256653,-0.08623186013914202,0.4932295882853108,-0.0003559569333836436,-0.0003559569333836436,0.28355655095901194,0.9936228527207986,0.0,0.0,0.9929232787219224
-0.05390303424490882,-0.03858029594967322,0.5047308592109819,-0.006138693722314976,-0.006138693722314976,0.28299012620543595,0.9868366303399175,-0.0,-0.0,0.9920941757278491
-0.13827430422116124,-0.02952165531042539,0.5220122069735886,-0.011577766247704971,-0.011577766247704971,0.2930711458873899,0.9921744037670798,0.0,0.0,0.9985356312229228
-0.07486573583301902,-0.08574720834022989,0.49437723092750313,0.016740715622006158,0.016740715622006158,0.29123459119284334,0.9961333928319729,-0.0,-0.0,0.9904625103537518
-0.07451207836697178,-0.11036350467723274,0.4827861886000111,0.006507370395669324,0.006507370395669324,0.30613434082211916,0.9873719786707766,0.0,0.0,0.9966533944854695
0.035881223502003505,-0.011638127435781267,0.4929568948876736,0.00900102810904118,0.00900102810904118,0.2977526020006211,0.9992352307915355,-0.0,-0.0,0.9940396057345336
0.047744684284822626,0.01855261231951966,0.48718793777675823,-0.012451074631287674,-0.012451074631287674,0.3003361133751263,0.989690963855733,0.0,0.0,0.9987172647984318
-0.02982845494369436,-0.25240041929468576,0.4910630118819713,0.010471600453685816,0.010471600453685816,0.2950021458192339,0.9940118573874566,-0.0,-0.0,0.9930252739045764
-0.06458775006124885,0.12488931814494744,0.47287341028298635,-0.019328306721097435,-0.019328306721097435,0.29385843172720505,0.9942882506276653,-0.0,-0.0,0.9964845201857264
0.09075582971841607,0.021106410545258653,0.5170128181042702,0.0032496337696933295,0.0032496337696933295,0.28036028396391116,0.9872637906267372,-0.0,-0.0,1.0023505309057545
0.05932253312844785,-0.12193685264570342,0.4761467599420526,-0.018382737960564877,-0.018382737960564877,0.31988506930760974,0.9962155764037413,-0.0,-0.0,0.9934921245484812
0.1899440745530444,-0.031763260339060094,0.49849512725272677,-0.013658964670348816,-0.013658964670348816,0.30636776766722046,0.9948192924317065,-0.0,-0.0,1.0028420723746445
-0.06993236140368843,0.22103307029534125,0.5333656854168649,0.009512337104637204,0.009512337104637204,0.27577288122738897,0.999276604992553,0.0,0.0,0.9979796567358915
0.08246934241886328,-0.16432101357185017,0.5012330437527055,-0.007560727770185393,-0.007560727770185393,0.27276612450922166,0.9889844131866966,0.0,0.0,0.994464525051374
0.00853679684796848,0.15907729431921006,0.513604398547138,-0.001974513588280942,-0.001974513588280942,0.2762757449039202,1.0038168606746167,0.0,0.0,0.9942564540969097
-0.022453042639130092,0.08369058996973244,0.49253022383417444,7.17296982719855e-06,7.17296982719855e-06,0.3186527668356593,0.9861590140069579,0.0,0.0,0.9918422390944923
0.0013279586129844154,0.03591452332133101,0.465059601880982,0.009169299995661774,0.009169299995661774,0.3070034840984709,0.9963078334040992,0.0,0.0,1.0113313381830886
-0.15490039061905714,0.04923412728916324,0.4807946373756164,0.0033996059140608314,0.0033996059140608314,0.2954648742820591,0.9998191460160372,0.0,0.0,0.9943869521860144
0.0292148503702979,0.27889670270045547,0.5251424769940157,0.014915099766218583,0.014915099766218583,0.28106259377985415,1.001749070363421,-0.0,-0.0,0.9919626108944121
0.03181023632906447,0.0443993416351748,0.5203762885100859,0.013814219063613565,0.013814219063613565,0.3061321505041689,0.9947577196156614,0.0,0.0,0.9945953128307136
-0.058704131039349385,0.04467512960004928,0.498897612024435,-0.010869891189270522,-0.010869891189270522,0.30334657515093044,0.9873415385728277,-0.0,-0.0,0.9998547201856602
0.008209659340319184,-0.0016224070821011538,0.48392704446142265,0.015151283951265516,0.015151283951265516,0.29845066798418635,1.004965866886985,0.0,0.0,0.9986681830658373
-0.029196802682913848,0.003399808623362452,0.49228078747227494,-0.003532832684133751,-0.003532832684133751,0.29225581198029554,0.9944494377814755,0.0,0.0,0.9901992006748415
-0.010564703347325673,0.03989027185762537,0.4930619224055999,-0.019722137473507314,-0.019722137473507314,0.29386791902525117,0.9892415467095503,-0.0,-0.0,0.9926483744545216
-0.02820203951673514,0.17533564351941575,0.5075357370415381,-0.0168434701477644,-0.0168434701477644,0.30330960189578327,0.9992510339580025,-0.0,-0.0,0.9955300080381578
-0.03326722295545016,0.06197440103356502,0.4724448881153755,-0.008126121432700115,-0.008126121432700115,0.3033827675866227,0.9968767564190167,0.0,0.0,1.0013431578886638
-0.03120915433369077,0.13144894047642314,0.48618350061058946,0.010469053377546288,0.010469053377546288,0.2799571604383584,0.9977123722533675,-0.0,-0.0,0.9940148288771204
-0.011045429756678977,0.14205621498146845,0.4576034065095651,0.017989666798324724,0.017989666798324724,0.305088370944129,1.0038361525455572,-0.0,-0.0,1.0013017165160847
0.02628959135843716,0.019964110754321036,0.4994389899489072,0.0031160224924453852,0.0031160224924453852,0.29646894056307055,0.9950671741223952,-0.0,-0.0,1.0013518336373133
-0.10832492362151219,0.13276703928795305,0.4811603747641258,0.0022472895232506602,0.0022472895232506602,0.3116352985083621,0.995662070293289,-0.0,-0.0,0.9937208187988417
0.041705566366772466,0.10493431337299068,0.5130534245349059,0.008431906848307719,0.008431906848307719,0.29288647532733914,0.9942766608028678,-0.0,-0.0,0.9968128760644142
0.04305072810838533,0.04493780703516531,0.4878787722381366,0.0028623227324878955,0.0028623227324878955,0.28071779421785964,1.0052850198210093,0.0,0.0,1.0055906919546405
